transcript:AT3G12780.1	Cau.Cau9BG000056	1.00	0.85	83.99	404	L1
transcript:AT4G29490.1	Cau.Cau4AG000857	1.00	0.98	78.35	380	L1
transcript:AT5G02230.2	Cau.Cau6AG001486	1.00	1.00	65.33	196	L1
transcript:AT4G20150.1	Cau.Cau2BG001869	0.98	0.98	83.54	66	L1
transcript:AT4G37030.1	Cau.Cau1AG000408	0.99	0.99	68.67	388	L1
transcript:AT1G47480.1	Cau.Cau8AG000474	0.99	1.00	44.03	140	L1
transcript:AT5G18290.2	Cau.Cau5BG002399	1.00	1.00	56.97	139	L1
transcript:AT1G18680.1	Cau.Cau5BG000993	0.84	0.89	78.21	122	L1
transcript:AT3G27400.1	Cau.Cau2BG000969	0.99	1.00	75.25	307	L1
transcript:AT4G23420.1	Cau.Cau9AG000232	0.99	0.99	75.00	234	L1
transcript:AT1G05200.1	Cau.Cau2BG001202	0.91	0.93	68.94	617	L1
transcript:AT5G66190.1	Cau.Cau1BG000144	0.99	1.00	83.24	303	L1
transcript:AT5G66560.1	Cau.Cau1AG000354	1.00	0.99	65.04	439	L1
transcript:AT5G52190.1	Cau.Cau9AG000286	1.00	1.00	67.31	140	L1
transcript:AT5G23535.2	Cau.Cau5AG002897	1.00	1.00	89.31	142	L1
transcript:AT4G26600.1	Cau.Cau4BG001633	0.99	0.97	61.76	415	L1
transcript:AT1G09770.1	Cau.Cau8BG001180	0.97	0.82	78.09	638	L1
transcript:AT2G31160.1	Cau.Cau5AG002771	0.87	0.85	73.68	140	L1
transcript:AT5G42785.1	Cau.Cau3BG000311	0.74	0.67	38.37	33	L1
transcript:AT3G23230.1	Cau.Cau9BG001335	0.86	0.82	69.29	88	L1
transcript:AT2G28600.1	Cau.Cau7BG001729	0.99	0.99	45.25	262	L1
transcript:AT3G62830.2	Cau.Cau5BG003052	1.00	1.00	80.17	372	L1
transcript:AT3G27460.1	Cau.Cau2BG000588	1.00	1.00	80.00	216	L1
transcript:AT5G57655.2	Cau.Cau4AG002121	1.00	1.00	80.75	386	L1
transcript:AT4G20325.1	Cau.Cau2BG001839	0.98	0.98	58.33	161	L1
transcript:AT5G22380.1	Cau.Cau8BG001384	0.99	1.00	52.19	143	L1
transcript:AT1G35470.2	Cau.Cau3AG000547	0.97	0.98	71.46	328	L1
transcript:AT5G62840.1	Cau.Cau5BG000433	1.00	1.00	70.43	212	L1
transcript:AT5G65360.1	Cau.Cau2BG000183	1.00	1.00	100.00	136	L1
transcript:AT3G07530.2	Cau.Cau7AG000155	1.00	1.00	51.94	361	L1
transcript:AT2G44100.1	Cau.Cau5AG002003	1.00	1.00	86.71	385	L1
transcript:AT5G61300.2	Cau.Cau5AG000999	0.97	0.96	29.86	150	L1
transcript:AT2G44310.1	Cau.Cau7BG000009	1.00	1.00	80.99	115	L1
transcript:AT3G47390.2	Cau.Cau6AG001906	0.98	0.99	77.53	452	L1
transcript:AT5G13880.1	Cau.Cau2AG000758	0.93	0.93	45.96	91	L1
transcript:AT3G22910.1	Cau.Cau9BG001437	0.99	0.99	72.81	739	L1
transcript:AT1G65450.1	Cau.Cau6BG002348	1.00	1.00	60.69	281	L1
transcript:AT5G52790.1	Cau.Cau9AG000180	0.99	1.00	60.41	328	L1
transcript:AT1G49210.1	Cau.Cau1BG001929	0.98	0.98	50.68	112	L1
transcript:AT1G03350.1	Cau.Cau5BG002930	0.98	0.99	48.46	236	L1
transcript:AT1G04620.1	Cau.Cau9BG001156	0.93	0.91	81.31	348	L1
transcript:AT1G80810.5	Cau.Cau1AG001429	0.95	0.85	42.71	256	L1
transcript:AT5G58020.1	Cau.Cau4BG002293	1.00	1.00	58.01	221	L1
transcript:AT1G28210.1	Cau.Cau3BG001052	0.92	0.88	63.25	241	L1
transcript:AT2G25300.1	Cau.Cau4BG000198	1.00	1.00	78.10	271	L1
transcript:AT1G76770.1	Cau.Cau3AG000683	0.56	0.29	56.52	78	L1
transcript:AT1G78590.1	Cau.Cau5AG001401	0.97	0.98	66.12	203	L1
transcript:AT5G12890.1	Cau.Cau2BG000170	0.99	0.98	53.77	264	L1
transcript:AT3G20015.1	Cau.Cau7AG000913	0.97	0.95	71.58	330	L1
transcript:AT2G45520.1	Cau.Cau5AG003671	0.99	0.97	49.35	114	L1
transcript:AT2G45330.2	Cau.Cau4BG000542	1.00	0.97	66.09	191	L1
transcript:AT1G19440.1	Cau.Cau8AG000647	0.96	0.98	86.61	427	L1
transcript:AT5G18800.1	Cau.Cau9AG001594	0.99	0.99	80.00	84	L1
transcript:AT3G52770.1	Cau.Cau6AG000732	0.84	0.74	71.43	40	L1
transcript:AT4G32680.1	Cau.Cau4BG000331	0.97	0.99	34.92	103	L1
transcript:AT1G27435.1	Cau.Cau7BG000177	0.88	0.76	71.83	51	L1
transcript:AT4G18395.1	Cau.Cau2BG002136	0.68	0.49	43.90	36	L1
transcript:AT2G35795.1	Cau.Cau7BG001908	1.00	1.00	84.82	95	L1
transcript:AT3G26618.1	Cau.Cau2AG000739	1.00	1.00	91.30	399	L1
transcript:AT1G17110.3	Cau.Cau5BG001413	0.94	0.93	51.96	516	L1
transcript:AT1G78290.3	Cau.Cau3BG001023	0.87	0.89	83.39	251	L1
transcript:AT5G66230.1	Cau.Cau1BG000155	1.00	0.99	50.13	188	L1
transcript:AT2G37750.1	Cau.Cau6BG001455	0.95	0.91	47.62	40	L1
transcript:AT4G27680.1	Cau.Cau5BG001562	0.97	0.99	83.38	326	L1
transcript:AT2G36870.1	Cau.Cau8AG001529	0.98	0.99	52.35	156	L1
transcript:AT3G09740.1	Cau.Cau6AG001688	1.00	1.00	81.58	217	L1
transcript:AT4G39210.2	Cau.Cau8BG000645	1.00	1.00	72.21	382	L1
transcript:AT5G03670.1	Cau.Cau6BG000695	0.97	0.98	47.96	259	L1
transcript:AT2G30360.1	Cau.Cau1AG001639	0.95	0.95	67.14	282	L1
transcript:AT3G24450.1	Cau.Cau4BG000661	0.99	0.98	60.71	85	L1
transcript:AT3G22220.2	Cau.Cau7AG002305	0.99	1.00	50.13	386	L1
transcript:AT2G35820.1	Cau.Cau7BG001918	0.93	0.96	64.84	118	L1
transcript:AT5G18910.1	Cau.Cau9BG001668	0.85	0.94	64.04	285	L1
transcript:AT5G35080.1	Cau.Cau4AG001929	0.95	0.90	59.12	162	L1
transcript:AT4G33270.1	Cau.Cau6AG001820	1.00	1.00	79.09	367	L1
transcript:AT1G51860.1	Cau.Cau1AG001026	0.97	0.96	50.29	438	L1
transcript:AT3G56570.1	Cau.Cau1AG000742	0.99	0.98	57.22	309	L1
transcript:AT2G38300.1	Cau.Cau6BG001256	1.00	0.95	44.77	167	L1
transcript:AT1G10510.1	Cau.Cau7BG000389	0.99	1.00	70.98	428	L1
transcript:AT4G34240.4	Cau.Cau1AG001699	0.93	0.91	67.27	333	L1
transcript:AT3G02875.1	Cau.Cau6BG000804	0.96	0.97	58.96	250	L1
transcript:AT1G74010.1	Cau.Cau5BG001129	1.00	0.98	41.90	137	L1
transcript:AT3G06550.3	Cau.Cau9AG001849	0.99	1.00	74.59	405	L1
transcript:AT5G60700.2	Cau.Cau8BG001618	1.00	1.00	82.96	774	L1
transcript:AT1G25375.1	Cau.Cau2BG001783	0.99	0.99	58.54	305	L1
transcript:AT5G14105.1	Cau.Cau2AG000861	0.99	0.99	78.67	59	L1
transcript:AT4G30870.1	Cau.Cau7BG000139	1.00	0.99	59.03	402	L1
transcript:AT5G13640.1	Cau.Cau1BG000908	1.00	1.00	77.33	522	L1
transcript:AT5G18640.3	Cau.Cau9AG001637	0.99	0.99	67.14	237	L1
transcript:AT3G62130.2	Cau.Cau5BG003238	0.98	0.99	65.56	295	L1
transcript:AT4G16430.1	Cau.Cau5BG002762	1.00	1.00	53.62	274	L1
transcript:AT1G22700.1	Cau.Cau3BG000572	0.95	0.91	68.15	199	L1
transcript:AT2G42490.1	Cau.Cau5BG000503	1.00	1.00	81.06	629	L1
transcript:AT1G26480.1	Cau.Cau7BG000722	0.94	0.97	86.96	220	L1
transcript:AT5G61770.3	Cau.Cau5AG003099	0.97	1.00	77.98	262	L1
transcript:AT1G17890.1	Cau.Cau4BG002215	0.97	0.99	82.76	264	L1
transcript:AT5G55830.1	Cau.Cau4AG001587	0.98	1.00	68.41	459	L1
transcript:AT1G12380.1	Cau.Cau5AG000837	0.95	0.98	67.59	513	L1
transcript:AT2G20780.1	Cau.Cau2AG002332	0.96	1.00	73.05	374	L1
transcript:AT5G23395.1	Cau.Cau2AG001830	1.00	1.00	58.64	95	L1
transcript:AT1G29340.1	Cau.Cau2BG002516	1.00	1.00	71.93	528	L1
transcript:AT1G23390.1	Cau.Cau7BG000473	0.94	0.94	44.44	172	L1
transcript:AT4G05120.2	Cau.Cau2AG002267	1.00	1.00	70.64	296	L1
transcript:AT1G23710.1	Cau.Cau7AG000448	0.94	0.96	45.97	137	L1
transcript:AT1G77330.1	Cau.Cau3BG000811	1.00	1.00	73.02	230	L1
transcript:AT2G35450.1	Cau.Cau7AG000704	0.94	0.96	68.58	227	L1
transcript:AT3G20240.1	Cau.Cau1BG001661	0.99	0.94	71.01	245	L1
transcript:AT2G22370.1	Cau.Cau1AG000729	0.99	1.00	83.87	182	L1
transcript:AT3G22660.1	Cau.Cau9AG000383	0.97	0.96	63.92	186	L1
transcript:AT3G08710.3	Cau.Cau6AG001139	0.95	0.96	72.39	97	L1
transcript:AT3G58030.3	Cau.Cau6AG000962	1.00	1.00	56.76	252	L1
transcript:AT3G49660.1	Cau.Cau1BG000617	0.97	0.98	75.40	236	L1
transcript:AT3G26540.1	Cau.Cau3BG000773	0.94	0.94	55.98	370	L1
transcript:AT5G14700.1	Cau.Cau2BG000508	1.00	0.99	53.48	200	L1
transcript:AT5G03420.1	Cau.Cau6BG001791	0.96	0.96	51.28	185	L1
transcript:AT3G11430.1	Cau.Cau7AG002302	0.99	1.00	76.86	382	L1
transcript:AT3G27325.1	Cau.Cau2BG000941	0.99	1.00	63.63	705	L1
transcript:AT3G20898.1	Cau.Cau2BG000245	0.96	0.82	41.73	53	L1
transcript:AT5G66130.1	Cau.Cau1BG000118	0.99	0.98	51.77	325	L1
transcript:AT2G35230.1	Cau.Cau7AG001546	0.98	0.97	46.25	191	L1
transcript:AT5G42320.2	Cau.Cau3BG000097	1.00	0.99	71.76	310	L1
transcript:AT5G15530.1	Cau.Cau6AG000033	1.00	1.00	48.97	143	L1
transcript:AT5G41560.1	Cau.Cau5BG000207	0.94	1.00	74.74	71	L1
transcript:AT5G56110.1	Cau.Cau4BG001686	1.00	1.00	58.17	203	L1
transcript:AT4G10000.2	Cau.Cau5AG001827	0.91	0.91	67.31	208	L1
transcript:AT5G63000.1	Cau.Cau5AG000458	1.00	1.00	74.38	151	L1
transcript:AT5G09640.1	Cau.Cau3BG001188	1.00	1.00	37.97	180	L1
transcript:AT5G06580.1	Cau.Cau6AG000897	0.99	0.98	75.94	426	L1
transcript:AT2G16530.4	Cau.Cau8AG000749	0.98	0.98	64.18	215	L1
transcript:AT2G15290.1	Cau.Cau8BG000381	1.00	1.00	60.40	183	L1
transcript:AT1G60620.1	Cau.Cau4AG001611	0.97	0.98	71.01	267	L1
transcript:AT1G54540.1	Cau.Cau5BG001711	1.00	1.00	59.75	144	L1
transcript:AT2G19560.1	Cau.Cau4BG000905	1.00	1.00	81.11	335	L1
transcript:AT2G27970.1	Cau.Cau8BG001521	0.96	0.93	90.24	74	L1
transcript:AT3G51680.1	Cau.Cau6AG001210	1.00	1.00	69.65	218	L1
transcript:AT1G73810.1	Cau.Cau5BG001232	0.98	1.00	52.73	222	L1
transcript:AT1G74910.1	Cau.Cau5BG000389	1.00	1.00	86.54	360	L1
transcript:AT3G05030.4	Cau.Cau3AG001544	0.98	0.98	80.97	434	L1
transcript:AT1G57860.1	Cau.Cau6BG000937	1.00	1.00	90.24	148	L1
transcript:AT5G54240.1	Cau.Cau4AG001243	1.00	1.00	64.58	186	L1
transcript:AT5G65090.3	Cau.Cau1AG002071	1.00	0.91	64.01	345	L1
transcript:AT3G61790.1	Cau.Cau5BG003376	1.00	0.99	84.97	277	L1
transcript:AT5G24360.3	Cau.Cau3BG000061	0.95	0.89	48.55	419	L1
transcript:AT4G14830.1	Cau.Cau9AG001430	0.91	0.61	62.34	96	L1
transcript:AT3G02450.1	Cau.Cau6BG000312	1.00	1.00	63.82	418	L1
transcript:AT1G45215.1	Cau.Cau1AG001931	0.89	0.88	27.45	28	L1
transcript:AT5G56760.1	Cau.Cau4AG000867	0.99	1.00	83.23	258	L1
transcript:ATCG00740.1	Cau.Cau9BG000963	0.74	0.92	65.16	159	L1
transcript:AT2G07340.1	Cau.Cau4AG001951	1.00	0.99	78.12	100	L1
transcript:AT4G37608.2	Cau.Cau5BG001220	0.99	1.00	44.19	38	L1
transcript:AT3G62550.1	Cau.Cau5AG003183	0.98	0.99	63.29	100	L1
transcript:AT5G57040.1	Cau.Cau4BG000948	1.00	0.99	68.14	139	L1
transcript:AT5G19070.1	Cau.Cau9BG001598	0.98	1.00	74.18	204	L1
transcript:AT2G04520.1	Cau.Cau2BG001303	1.00	1.00	90.34	131	L1
transcript:AT5G40382.1	Cau.Cau2AG000525	0.95	0.97	77.42	48	L1
transcript:AT5G37740.1	Cau.Cau6AG000486	1.00	1.00	70.83	119	L1
transcript:AT2G36380.1	Cau.Cau6AG000703	0.59	0.98	59.96	368	L1
transcript:AT3G12480.1	Cau.Cau3AG001920	0.96	0.96	54.08	159	L1
transcript:AT4G31530.2	Cau.Cau2AG000318	0.92	0.90	53.29	170	L1
transcript:AT5G06280.3	Cau.Cau6AG000825	0.91	0.93	42.57	63	L1
transcript:AT5G02280.1	Cau.Cau6BG001502	1.00	1.00	90.78	128	L1
transcript:AT2G27660.1	Cau.Cau6BG000962	0.37	0.62	37.32	103	L1
transcript:AT3G19220.1	Cau.Cau8BG000447	0.93	0.96	59.09	104	L1
transcript:AT2G32600.1	Cau.Cau6AG001805	0.82	0.68	88.16	201	L1
transcript:AT1G05410.1	Cau.Cau9BG001506	0.97	0.95	52.36	244	L1
transcript:AT1G14650.2	Cau.Cau2AG000040	0.99	0.99	70.22	573	L1
transcript:AT3G08760.3	Cau.Cau6BG001164	1.00	1.00	67.08	383	L1
transcript:AT4G02590.2	Cau.Cau5BG002790	0.99	0.99	71.10	219	L1
transcript:AT4G35740.1	Cau.Cau1BG000071	0.44	1.00	79.00	252	L1
transcript:AT1G08110.4	Cau.Cau8BG001565	0.97	0.96	70.46	167	L1
transcript:AT3G18010.1	Cau.Cau4BG001022	0.85	0.98	39.04	130	L1
transcript:AT2G18250.1	Cau.Cau1BG000261	0.94	0.93	70.48	117	L1
transcript:AT1G71720.1	Cau.Cau3AG000634	1.00	0.99	59.81	317	L1
transcript:AT5G03430.1	Cau.Cau6AG001777	1.00	1.00	75.74	384	L1
transcript:AT5G66370.1	Cau.Cau4AG001526	0.94	0.97	38.41	58	L1
transcript:AT4G08790.1	Cau.Cau7AG001937	0.92	0.83	78.01	220	L1
transcript:AT1G29290.1	Cau.Cau2AG002519	0.92	0.94	43.43	43	L1
transcript:AT3G49170.1	Cau.Cau9BG000107	0.57	0.99	58.24	297	L1
transcript:AT4G34230.1	Cau.Cau8BG000376	1.00	1.00	79.21	282	L1
transcript:AT4G07950.1	Cau.Cau5BG003349	0.99	1.00	50.00	55	L1
transcript:AT3G61640.1	Cau.Cau5BG000164	0.85	0.90	63.77	44	L1
transcript:AT5G17760.1	Cau.Cau1BG000232	0.92	0.89	52.56	257	L1
transcript:AT4G02350.1	Cau.Cau5AG003115	1.00	1.00	76.81	616	L1
transcript:AT5G59290.1	Cau.Cau8BG001794	1.00	0.99	92.08	314	L1
transcript:AT3G15280.1	Cau.Cau4BG001136	0.92	0.70	39.44	56	L1
transcript:AT1G75030.1	Cau.Cau3BG000372	0.98	0.98	67.63	163	L1
transcript:AT5G58510.1	Cau.Cau8BG002023	1.00	1.00	65.12	631	L1
transcript:AT3G53380.1	Cau.Cau6AG001676	1.00	0.99	70.50	509	L1
transcript:AT2G42700.1	Cau.Cau2BG000703	1.00	1.00	63.43	548	L1
transcript:AT2G17033.4	Cau.Cau8AG000119	0.89	0.92	61.24	256	L1
transcript:AT3G05340.1	Cau.Cau3BG001413	0.98	0.98	63.48	412	L1
transcript:AT4G17740.1	Cau.Cau9AG001100	1.00	1.00	66.54	356	L1
transcript:AT3G52230.1	Cau.Cau7BG001740	0.80	0.82	42.64	55	L1
transcript:AT1G09920.1	Cau.Cau3BG001126	1.00	0.98	67.34	134	L1
transcript:AT1G71800.1	Cau.Cau3AG000616	0.99	1.00	47.76	267	L1
transcript:AT1G74720.1	Cau.Cau5AG000329	1.00	1.00	72.05	789	L1
transcript:AT1G02700.1	Cau.Cau5BG003107	0.99	1.00	46.85	119	L1
transcript:AT2G12400.1	Cau.Cau4BG002334	0.91	0.91	68.64	337	L1
transcript:AT1G01900.1	Cau.Cau5AG003652	0.95	0.97	59.81	448	L1
transcript:AT5G47740.1	Cau.Cau2BG002793	0.80	0.64	47.00	94	L1
transcript:AT4G24310.1	Cau.Cau3BG002242	0.95	0.94	59.01	131	L1
transcript:AT5G06811.1	Cau.Cau6BG000996	0.97	0.97	46.26	266	L1
transcript:AT2G01810.1	Cau.Cau2AG001594	0.98	0.98	43.42	300	L1
transcript:AT3G50670.1	Cau.Cau1BG000297	0.99	0.98	59.03	281	L1
transcript:AT1G23460.2	Cau.Cau7AG000463	0.99	1.00	73.61	318	L1
transcript:AT1G79530.1	Cau.Cau9AG000041	1.00	1.00	78.64	335	L1
transcript:AT1G16870.1	Cau.Cau1BG001828	0.86	0.88	70.29	291	L1
transcript:AT4G38580.2	Cau.Cau8BG000153	1.00	1.00	76.62	118	L1
transcript:AT1G71870.1	Cau.Cau3BG000562	1.00	0.99	71.43	370	L1
transcript:AT4G28660.2	Cau.Cau5AG002708	0.99	1.00	56.85	112	L1
transcript:AT1G70600.1	Cau.Cau7AG000499	1.00	1.00	91.10	133	L1
transcript:AT5G01305.1	Cau.Cau6BG001264	0.47	0.51	69.77	60	L1
transcript:AT5G18970.1	Cau.Cau9BG001626	1.00	1.00	75.44	129	L1
transcript:AT1G09620.1	Cau.Cau3AG002306	0.99	1.00	75.34	819	L1
transcript:AT1G75620.1	Cau.Cau3AG000244	0.96	0.98	64.74	347	L1
transcript:AT5G64820.1	Cau.Cau1BG002021	0.96	0.94	38.26	57	L1
transcript:AT3G06270.1	Cau.Cau9BG001656	1.00	0.83	76.86	269	L1
transcript:AT4G17620.1	Cau.Cau5BG000661	0.78	0.76	74.17	313	L1
transcript:AT1G09155.1	Cau.Cau6BG000801	0.97	1.00	57.35	160	L1
transcript:AT5G55230.3	Cau.Cau4AG001499	1.00	1.00	76.94	457	L1
transcript:AT2G46100.1	Cau.Cau5BG003474	0.78	0.81	71.58	136	L1
transcript:AT4G37680.4	Cau.Cau1BG000550	1.00	0.99	72.77	302	L1
transcript:AT2G01060.1	Cau.Cau2BG002802	1.00	0.91	71.29	216	L1
transcript:AT5G21910.1	Cau.Cau4BG001832	0.84	0.83	63.83	60	L1
transcript:AT1G65090.3	Cau.Cau6AG001871	0.99	0.98	40.52	118	L1
transcript:AT1G64060.1	Cau.Cau5AG000198	1.00	1.00	80.65	767	L1
transcript:AT2G46600.1	Cau.Cau5AG003396	0.83	0.89	68.42	78	L1
transcript:AT3G43190.2	Cau.Cau4BG001770	1.00	1.00	85.22	686	L1
transcript:AT2G43970.1	Cau.Cau5BG001984	0.84	0.81	52.47	244	L1
transcript:AT1G19310.1	Cau.Cau3AG000379	0.92	0.89	67.79	141	L1
transcript:AT1G74250.1	Cau.Cau5BG001044	0.99	1.00	53.51	343	L1
transcript:AT4G25590.2	Cau.Cau9BG000266	1.00	1.00	83.85	109	L1
transcript:AT3G45020.2	Cau.Cau3BG002150	0.91	0.95	81.82	99	L1
transcript:AT5G11340.1	Cau.Cau4BG000285	0.99	0.99	79.01	128	L1
transcript:AT4G39230.1	Cau.Cau8AG000658	1.00	1.00	75.97	234	L1
transcript:AT3G13225.2	Cau.Cau4BG001647	1.00	1.00	39.65	406	L1
transcript:AT5G57760.1	Cau.Cau4BG002180	0.85	0.78	43.94	29	L1
transcript:AT1G51200.2	Cau.Cau2AG000209	1.00	1.00	61.02	108	L1
transcript:AT4G19070.1	Cau.Cau3BG001881	0.96	1.00	54.60	95	L1
transcript:AT1G49820.1	Cau.Cau8AG000373	1.00	0.99	78.23	327	L1
transcript:AT3G16370.1	Cau.Cau1BG001056	1.00	0.99	68.82	245	L1
transcript:AT5G67150.1	Cau.Cau6BG001585	0.98	0.99	42.48	192	L1
transcript:ATCG01100.1	Cau.Cau2BG001430	0.51	0.88	85.33	157	L1
transcript:AT1G09320.1	Cau.Cau3AG001264	0.61	0.92	50.31	164	L1
transcript:AT5G52790.3	Cau.Cau9BG000182	0.97	0.97	66.11	279	L1
transcript:AT4G35770.1	Cau.Cau1BG000075	0.99	0.99	53.93	103	L1
transcript:AT3G55220.1	Cau.Cau7BG001971	1.00	1.00	87.31	1060	L1
transcript:AT4G02930.1	Cau.Cau5AG002972	1.00	1.00	85.09	388	L1
transcript:AT2G47360.1	Cau.Cau5AG003203	0.98	0.98	43.05	130	L1
transcript:AT4G01897.1	Cau.Cau5BG003202	0.97	0.92	66.95	79	L1
transcript:AT1G48900.1	Cau.Cau1AG001331	1.00	1.00	89.07	440	L1
transcript:AT3G06600.1	Cau.Cau9AG001832	1.00	1.00	24.89	55	L1
transcript:AT4G20330.1	Cau.Cau5BG000936	0.99	1.00	66.90	190	L1
transcript:AT4G33670.1	Cau.Cau8BG000211	0.99	0.98	81.39	258	L1
transcript:AT5G04560.2	Cau.Cau7AG001703	0.83	0.92	43.09	538	L1
transcript:AT4G02720.1	Cau.Cau5AG002912	0.98	0.82	57.14	248	L1
transcript:AT2G37410.2	Cau.Cau4BG000428	1.00	1.00	72.54	177	L1
transcript:AT3G03050.1	Cau.Cau5BG002343	1.00	1.00	86.27	993	L1
transcript:ATMG00570.1	Cau.Cau4AG000972	0.28	0.88	58.75	47	L1
transcript:AT4G30993.2	Cau.Cau4AG002265	1.00	0.99	43.15	126	L1
transcript:AT3G01420.1	Cau.Cau2BG000460	1.00	1.00	72.66	465	L1
transcript:AT5G59613.1	Cau.Cau6BG001539	1.00	1.00	74.55	41	L1
transcript:AT1G03220.1	Cau.Cau9BG001582	0.99	0.98	65.21	283	L1
transcript:AT3G13130.1	Cau.Cau2BG002769	0.98	0.91	29.17	63	L1
transcript:AT3G11330.1	Cau.Cau5BG000512	0.99	1.00	57.97	302	L1
transcript:AT3G51240.1	Cau.Cau1AG000161	1.00	1.00	81.77	296	L1
transcript:AT1G56460.1	Cau.Cau3BG001283	1.00	0.98	46.52	254	L1
transcript:AT1G75880.2	Cau.Cau3AG000167	0.94	0.98	56.21	199	L1
transcript:AT3G06700.3	Cau.Cau9BG001863	0.98	1.00	81.67	49	L1
transcript:AT2G26650.1	Cau.Cau4AG000612	0.99	0.97	72.14	624	L1
transcript:AT1G52280.1	Cau.Cau4BG000717	1.00	1.00	93.20	192	L1
transcript:AT1G75780.1	Cau.Cau3AG000200	0.97	0.97	96.54	419	L1
transcript:AT5G01110.1	Cau.Cau2BG000348	0.99	0.98	60.74	441	L1
transcript:AT2G25710.2	Cau.Cau3BG000907	0.95	0.94	68.48	239	L1
transcript:AT4G17180.1	Cau.Cau2AG002815	0.96	0.88	77.39	356	L1
transcript:AT2G05840.1	Cau.Cau4BG001731	1.00	1.00	86.99	214	L1
transcript:AT3G18790.1	Cau.Cau2BG000891	1.00	1.00	75.41	230	L1
transcript:AT3G04610.4	Cau.Cau8AG001215	0.79	0.84	72.13	321	L1
transcript:AT5G11650.1	Cau.Cau4BG000414	0.96	0.98	69.97	268	L1
transcript:AT2G41370.1	Cau.Cau9BG000817	0.99	0.99	78.36	402	L1
transcript:AT1G69020.2	Cau.Cau7AG000776	0.99	1.00	59.05	473	L1
transcript:AT1G07840.2	Cau.Cau3BG001117	0.96	0.96	58.71	182	L1
transcript:AT3G29370.1	Cau.Cau6AG000029	0.89	0.79	40.59	41	L1
