Cau.Cau1AG000074	sp|Q9SD11|IQD20_ARATH	76.1	71	17	0	64	134	32	102	1.29e-27	101
Cau.Cau1AG000075	sp|Q8RWL6|STY17_ARATH	71.9	576	151	8	1	573	1	568	7.71e-290	801
Cau.Cau1AG000076	sp|Q6IM84|DVL17_ARATH	64.4	45	15	1	10	53	16	60	7.14e-15	64.3
Cau.Cau1AG000077	sp|G7LAA8|AMT23_MEDTR	74.5	458	114	2	11	467	12	467	8.21e-255	705
Cau.Cau1AG000078	sp|Q93VH2|BBD2_ARATH	35.7	255	140	9	70	319	81	316	9.21e-33	127
Cau.Cau1AG000079	sp|Q05753|AKRP_ARATH	55.2	297	117	5	40	331	30	315	2.00e-100	309
Cau.Cau1AG000080	sp|Q84TH4|SR45A_ARATH	65.4	104	36	0	64	167	68	171	2.52e-38	140
Cau.Cau1AG000081	sp|Q9C5Y0|PLDD1_ARATH	44.6	722	206	12	10	540	7	725	2.66e-182	538
Cau.Cau1AG000084	sp|P18616|NRPB1_ARATH	87.7	1547	190	1	1	1546	1	1547	0.0	2743
Cau.Cau1AG000087	sp|F4JZ24|P4H10_ARATH	78.5	288	61	1	1	287	2	289	2.90e-165	462
Cau.Cau1AG000088	sp|Q42560|ACO1_ARATH	90.4	896	86	0	1	896	1	896	0.0	1657
Cau.Cau1AG000089	sp|Q8GT74|NIP2_ARATH	76.6	231	50	1	5	235	15	241	4.32e-105	306
Cau.Cau1AG000090	sp|Q9LK35|THE1_ARATH	43.3	298	168	1	84	381	498	794	5.82e-74	252
Cau.Cau1AG000091	sp|Q9AQW1|REL2_ORYSJ	31.2	471	276	10	316	772	318	754	6.42e-45	176
Cau.Cau1AG000092	sp|Q5Z8P0|P2C60_ORYSJ	80.7	389	75	0	1	389	1	389	5.24e-233	643
Cau.Cau1AG000093	sp|Q9SZT4|OSC41_ARATH	76.2	806	187	4	3	805	11	814	0.0	1207
Cau.Cau1AG000095	sp|Q8VYV9|APF1_ARATH	50.8	502	233	7	4	502	11	501	7.98e-167	485
Cau.Cau1AG000096	sp|Q8VYV9|APF1_ARATH	61.3	460	168	6	24	479	27	480	4.35e-200	569
Cau.Cau1AG000097	sp|O74828|ESF1_SCHPO	34.7	636	321	18	27	596	19	626	9.50e-67	236
Cau.Cau1AG000098	sp|Q43872|PER64_ARATH	58.5	306	82	3	11	271	11	316	6.31e-113	330
Cau.Cau1AG000099	sp|Q6DJF8|MET23_XENLA	42.2	173	98	2	31	201	23	195	1.32e-45	155
Cau.Cau1AG000101	sp|Q94K80|LRP1C_ARATH	40.4	418	212	12	63	476	98	482	3.87e-69	233
Cau.Cau1AG000103	sp|Q9ZT50|RHA2A_ARATH	36.2	127	53	5	1	112	18	131	1.69e-13	66.6
Cau.Cau1AG000104	sp|Q0AKH3|Y2939_MARMM	44.9	49	27	0	20	68	13	61	6.41e-10	53.1
Cau.Cau1AG000105	sp|Q0WVU0|PP278_ARATH	49.6	484	234	4	60	543	34	507	1.28e-153	453
Cau.Cau1AG000106	sp|Q39255|SKP1A_ARATH	77.7	166	30	2	3	168	2	160	2.72e-84	248
Cau.Cau1AG000107	sp|Q8L7E9|MCAC1_ARATH	72.6	420	108	4	3	418	4	420	1.30e-199	560
Cau.Cau1AG000108	sp|Q5XF11|FB248_ARATH	53.4	322	93	7	1	267	1	320	1.28e-102	304
Cau.Cau1AG000109	sp|Q94CH6|EXL3_ARATH	54.7	320	143	2	44	363	41	358	1.54e-130	381
Cau.Cau1AG000110	sp|Q67ZW1|HIP27_ARATH	79.3	135	28	0	24	158	13	147	5.44e-74	221
Cau.Cau1AG000112	sp|Q7X659|VP35A_ARATH	77.7	790	173	1	1	790	1	787	0.0	1230
Cau.Cau1AG000113	sp|Q93WC9|IPT3_ARATH	52.3	128	50	1	5	121	40	167	2.43e-38	135
Cau.Cau1AG000114	sp|Q35638|RHO1_PEA	95.3	129	6	0	1	129	1	129	3.32e-84	249
Cau.Cau1AG000115	sp|Q9SCU9|BGA13_ARATH	52.4	799	333	6	5	759	9	804	2.96e-312	877
Cau.Cau1AG000116	sp|U3KRF2|DHQS_ACTCC	83.7	423	55	3	28	446	33	445	2.15e-253	699
Cau.Cau1AG000117	sp|Q9MBA3|RAD17_ARATH	53.7	520	198	7	209	715	110	599	1.83e-174	515
Cau.Cau1AG000118	sp|A0A178VBJ0|APSR1_ARATH	60.1	644	224	11	1	615	1	640	1.10e-222	635
Cau.Cau1AG000119	sp|Q42564|APX3_ARATH	79.9	283	56	1	7	289	6	287	2.06e-165	463
Cau.Cau1AG000120	sp|Q9SD20|MS5L2_ARATH	59.3	516	110	11	12	521	6	427	9.68e-178	509
Cau.Cau1AG000121	sp|Q9SZP1|MYB4_ARATH	48.9	137	62	5	8	143	6	135	8.74e-35	126
Cau.Cau1AG000124	sp|Q53NK6|MYBA1_ORYSJ	42.7	82	44	2	2	81	44	124	6.16e-13	64.7
Cau.Cau1AG000126	sp|Q9SXU1|PSA7_CICAR	92.4	249	19	0	1	249	1	249	5.33e-160	446
Cau.Cau1AG000128	sp|Q54YZ9|DHKJ_DICDI	34.4	163	78	3	110	270	1731	1866	1.79e-12	70.9
Cau.Cau1AG000129	sp|A0A109QYD3|RMS3_PEA	59.2	262	105	2	8	268	2	262	1.83e-113	330
Cau.Cau1AG000131	sp|Q9SXL4|AHK1_ARATH	60.4	1188	395	17	24	1166	41	1197	0.0	1263
Cau.Cau1AG000132	sp|O48832|ERD7_ARATH	66.1	449	126	6	13	443	10	450	1.38e-190	540
Cau.Cau1AG000133	sp|C0HJB3|MANA_CANEN	70.6	984	277	5	29	1004	2	981	0.0	1416
Cau.Cau1AG000134	sp|P55034|PSMD4_ARATH	60.6	388	130	7	1	385	1	368	1.64e-139	406
Cau.Cau1AG000135	sp|O23693|MLO4_ARATH	53.5	462	202	6	6	463	5	457	1.02e-160	472
Cau.Cau1AG000136	sp|Q9FKW8|STR18_ARATH	58.0	119	50	0	27	145	13	131	1.78e-45	148
Cau.Cau1AG000137	sp|Q9M622|RMR1_ARATH	47.6	273	138	3	19	289	19	288	5.90e-92	278
Cau.Cau1AG000138	sp|Q84MA1|NOP2C_ARATH	23.1	346	200	9	84	389	275	594	3.15e-11	68.6
Cau.Cau1AG000139	sp|F4I9E1|NFD4_ARATH	29.9	538	348	11	13	532	43	569	1.63e-66	229
Cau.Cau1AG000140	sp|F4JNX3|CMKMT_ARATH	68.2	299	86	2	13	308	9	301	4.57e-148	421
Cau.Cau1AG000141	sp|A0A1P8B554|THLP1_ARATH	71.4	231	53	5	20	237	29	259	8.42e-112	327
Cau.Cau1AG000142	sp|A0A1P8B554|THLP1_ARATH	58.6	232	81	4	26	249	33	257	1.47e-89	270
Cau.Cau1AG000143	sp|Q94C69|CSP3_ARATH	39.6	139	45	2	6	144	10	109	8.57e-24	100
Cau.Cau1AG000144	sp|O04977|FENR1_TOBAC	86.9	359	47	0	3	361	4	362	1.26e-228	629
Cau.Cau1AG000147	sp|O81077|ABAH2_ARATH	32.8	458	272	10	38	486	49	479	3.68e-61	211
Cau.Cau1AG000148	sp|Q9FYB5|DNJ11_ARATH	66.7	99	30	3	5	101	64	161	1.41e-38	129
Cau.Cau1AG000149	sp|Q8H7N9|ATL31_ORYSJ	41.3	75	39	2	65	139	106	175	4.40e-13	69.3
Cau.Cau1AG000151	sp|F4JNY0|APE2_ARATH	56.7	623	219	8	1	609	1	586	5.48e-230	654
Cau.Cau1AG000152	sp|Q9FKW4|CDPKS_ARATH	83.6	489	79	1	70	558	34	521	2.61e-301	828
Cau.Cau1AG000153	sp|F4IIU4|AIR9_ARATH	62.9	132	49	0	15	146	500	631	9.23e-51	177
Cau.Cau1AG000155	sp|P04007|RNS2_NICAL	32.9	140	88	4	10	147	9	144	8.51e-16	74.7
Cau.Cau1AG000157	sp|Q8GW29|LOG7_ARATH	68.5	165	52	0	6	170	3	167	6.50e-80	239
Cau.Cau1AG000158	sp|Q8RUN2|LOG1_ARATH	64.7	201	67	1	6	202	2	202	2.24e-91	270
Cau.Cau1AG000159	sp|A0A0R4ITC5|TRRAP_DANRE	26.7	3597	2179	96	37	3462	531	3840	0.0	1104
Cau.Cau1AG000161	sp|Q07353|FL3H_PETHY	83.3	366	57	1	1	362	4	369	8.04e-227	625
Cau.Cau1AG000162	sp|Q8LL11|WUS_PETHY	50.2	285	121	10	18	288	30	307	3.03e-64	207
Cau.Cau1AG000163	sp|Q9SIM9|MAX2_ARATH	40.7	450	160	11	16	368	250	689	1.27e-79	260
Cau.Cau1AG000164	sp|Q9SL49|AKB9B_ARATH	61.5	454	147	8	11	454	2	437	9.48e-180	517
Cau.Cau1AG000168	sp|Q9FH40|TA14B_ARATH	70.1	221	66	0	35	255	37	257	7.92e-116	336
Cau.Cau1AG000169	sp|Q9SIG9|SAU12_ARATH	57.3	89	38	0	3	91	15	103	1.41e-36	122
Cau.Cau1AG000170	sp|P29766|RL8_SOLLC	92.7	260	19	0	1	260	1	260	4.86e-182	503
Cau.Cau1AG000171	sp|Q9SL43|MSRA5_ARATH	71.0	238	66	1	7	244	19	253	4.55e-122	350
Cau.Cau1AG000172	sp|Q94G00|PIN1_MALDO	80.5	118	23	0	2	119	4	121	3.36e-66	198
Cau.Cau1AG000175	sp|P93031|GMD2_ARATH	87.2	374	41	3	1	368	1	373	1.05e-236	650
Cau.Cau1AG000177	sp|Q7TP47|HNRPQ_RAT	32.4	253	157	5	358	608	73	313	3.46e-27	120
Cau.Cau1AG000178	sp|P40267|H1_SOLPN	63.6	110	33	1	46	148	44	153	1.11e-34	124
Cau.Cau1AG000180	sp|P59169|H33_ARATH	99.3	136	1	0	1	136	1	136	4.95e-87	252
Cau.Cau1AG000181	sp|Q9SL41|NAC37_ARATH	70.5	319	73	9	2	302	1	316	1.49e-153	437
Cau.Cau1AG000182	sp|Q7XJM2|CCD7_ARATH	63.2	620	203	8	11	612	6	618	3.35e-291	809
Cau.Cau1AG000183	sp|Q96473|VATL_KALDA	98.8	165	2	0	1	165	1	165	7.19e-94	272
Cau.Cau1AG000184	sp|C0LGS2|Y4361_ARATH	69.9	422	109	3	716	1119	715	1136	2.00e-173	543
Cau.Cau1AG000185	sp|F4J394|KN7G_ARATH	47.5	1102	437	20	11	1027	7	1051	8.93e-292	843
Cau.Cau1AG000186	sp|Q9XI31|GLYI4_ARATH	58.7	138	54	1	14	151	9	143	5.99e-57	180
Cau.Cau1AG000187	sp|Q9SJU5|BBX18_ARATH	50.4	119	43	3	1	114	1	108	1.47e-30	113
Cau.Cau1AG000188	sp|Q1PF50|EDA2_ARATH	63.8	232	84	0	1	232	251	482	1.48e-114	339
Cau.Cau1AG000189	sp|Q9FN50|CPP1_ARATH	41.4	222	118	5	65	282	45	258	3.10e-42	148
Cau.Cau1AG000190	sp|Q8VYZ3|PME53_ARATH	63.9	332	116	2	31	362	54	381	9.45e-158	451
Cau.Cau1AG000191	sp|Q38953|DEAH5_ARATH	84.9	1169	168	4	10	1176	6	1168	0.0	1808
Cau.Cau1AG000192	sp|Q9SD33|PHAF1_ARATH	81.9	404	68	2	2	404	11	410	1.55e-261	716
Cau.Cau1AG000193	sp|Q9SD34|C3H44_ARATH	46.5	781	321	13	121	893	109	800	8.58e-199	628
Cau.Cau1AG000194	sp|Q10SS2|STS1_ORYSJ	61.2	673	210	7	7	660	5	645	1.20e-247	702
Cau.Cau1AG000195	sp|Q42600|C84A1_ARATH	71.5	312	84	3	2	308	3	314	3.68e-149	432
Cau.Cau1AG000198	sp|Q9FH57|GATA5_ARATH	52.8	356	129	11	46	381	3	339	3.91e-97	295
Cau.Cau1AG000199	sp|B9DFU2|MAX1_ARATH	71.0	517	132	4	27	543	23	521	6.71e-260	723
Cau.Cau1AG000201	sp|Q99L90|MCRS1_MOUSE	35.5	172	100	3	583	745	276	445	6.85e-17	87.8
Cau.Cau1AG000202	sp|Q003J2|TM6_VITVI	67.8	180	39	4	1	162	47	225	4.33e-75	226
Cau.Cau1AG000203	sp|Q70E96|AL3F1_ARATH	62.6	484	181	0	1	484	1	484	1.20e-227	637
Cau.Cau1AG000204	sp|Q9USH2|YJH2_SCHPO	56.3	32	14	0	101	132	55	86	2.08e-06	47.8
Cau.Cau1AG000205	sp|Q9FVX1|GRXC3_ARATH	66.9	127	42	0	7	133	4	130	1.41e-52	165
Cau.Cau1AG000206	sp|Q9SD39|PMTR_ARATH	73.2	578	131	2	300	866	331	895	0.0	912
Cau.Cau1AG000207	sp|Q9XGX0|SHI_ARATH	49.9	355	142	13	1	343	1	331	1.03e-82	257
Cau.Cau1AG000208	sp|Q09MJ5|PSBK_CITSI	85.4	48	7	0	4	51	1	48	8.45e-18	71.6
Cau.Cau1AG000210	sp|Q5FV35|MORC2_ARATH	55.7	653	237	12	3	638	5	622	1.01e-229	654
Cau.Cau1AG000212	sp|Q94AP3|WAT1_ARATH	62.0	371	122	4	4	357	14	382	1.51e-159	455
Cau.Cau1AG000213	sp|Q9SIV9|PPA10_ARATH	69.7	436	129	2	21	453	24	459	1.32e-244	678
Cau.Cau1AG000214	sp|Q9SD42|RTH_ARATH	59.2	223	87	3	5	225	6	226	8.58e-92	272
Cau.Cau1AG000215	sp|Q43636|TRXH_RICCO	88.8	116	13	0	3	118	2	117	8.45e-73	215
Cau.Cau1AG000216	sp|Q9SCV9|BGAL3_ARATH	78.6	845	147	3	8	818	12	856	0.0	1418
Cau.Cau1AG000218	sp|Q9FK02|DIM1B_ARATH	63.0	349	121	3	27	375	32	372	4.60e-142	412
Cau.Cau1AG000219	sp|Q9M066|C90C1_ARATH	67.6	494	137	6	4	481	23	509	2.44e-237	663
Cau.Cau1AG000220	sp|Q8H0V1|CK5P1_ARATH	68.7	633	154	8	23	620	2	625	1.48e-303	842
Cau.Cau1AG000221	sp|O23240|D2HDH_ARATH	78.4	487	103	2	58	543	74	559	3.43e-275	763
Cau.Cau1AG000222	sp|Q9FWT2|UBC16_ARATH	87.0	161	21	0	1	161	1	161	5.63e-105	300
Cau.Cau1AG000224	sp|Q7XA87|FOLT1_ARATH	80.7	300	55	2	9	307	5	302	9.26e-173	483
Cau.Cau1AG000225	sp|Q7RYV0|MNP1_NEUCR	37.5	168	92	2	21	183	17	176	5.38e-23	93.2
Cau.Cau1AG000226	sp|Q9FJZ9|PER72_ARATH	78.3	184	40	0	38	221	150	333	2.14e-99	295
Cau.Cau1AG000232	sp|Q39027|MPK7_ARATH	85.6	368	53	0	1	368	1	368	5.14e-245	671
Cau.Cau1AG000233	sp|Q94A34|SFH12_ARATH	61.2	547	172	7	12	526	4	542	1.34e-218	618
Cau.Cau1AG000234	sp|Q8LCV1|PLP3B_ARATH	74.3	230	58	1	1	229	1	230	2.72e-118	339
Cau.Cau1AG000235	sp|Q38834|R13L4_ARATH	57.6	854	344	7	1	844	1	846	0.0	961
Cau.Cau1AG000236	sp|Q8GW96|AATP3_ARATH	59.3	454	177	5	1	451	1	449	4.58e-184	526
Cau.Cau1AG000237	sp|Q9FN75|AATPI_ARATH	51.8	490	187	9	1	467	1	464	9.86e-159	464
Cau.Cau1AG000238	sp|Q8VZG2|HSR4_ARATH	62.0	461	168	3	7	461	50	509	3.25e-196	560
Cau.Cau1AG000239	sp|Q8GSQ1|C85A1_ORYSJ	32.9	423	269	7	37	452	28	442	4.22e-59	204
Cau.Cau1AG000240	sp|A7M6E8|TM1S_SOLLC	74.0	754	178	4	6	749	9	754	0.0	1054
Cau.Cau1AG000243	sp|A4ZDG8|BSMT3_PETHY	53.4	367	101	2	1	307	1	357	4.04e-125	364
Cau.Cau1AG000245	sp|Q6NQL6|LPPE2_ARATH	49.3	292	117	6	2	273	5	285	1.49e-84	257
Cau.Cau1AG000246	sp|Q9STS9|PP268_ARATH	60.1	642	255	1	45	685	44	685	2.45e-273	770
Cau.Cau1AG000247	sp|Q9FJZ3|MAN7_ARATH	72.4	406	108	1	31	436	30	431	4.99e-218	608
Cau.Cau1AG000248	sp|Q8VZ74|ERA_ARATH	71.4	409	100	3	16	413	25	427	3.70e-206	577
Cau.Cau1AG000250	sp|Q9FJY9|PP448_ARATH	57.1	520	219	3	4	519	10	529	1.49e-205	584
Cau.Cau1AG000251	sp|Q9FWS1|AUL1_ARATH	79.0	143	30	0	1304	1446	1308	1450	1.45e-57	223
Cau.Cau1AG000252	sp|Q9FWR5|GCA1_ARATH	82.5	269	47	0	1	269	1	269	5.11e-163	456
Cau.Cau1AG000253	sp|A2X8Q3|IPYR_ORYSI	84.9	199	30	0	16	214	16	214	5.68e-124	352
Cau.Cau1AG000254	sp|O48671|RER1B_ARATH	66.5	188	59	2	1	184	1	188	2.96e-83	247
Cau.Cau1AG000255	sp|P60374|RFCS_NANEQ	23.4	312	187	6	402	711	4	265	1.68e-12	72.8
Cau.Cau1AG000256	sp|Q9FFZ1|PPH_ARATH	26.1	314	186	6	89	361	103	411	2.69e-28	118
Cau.Cau1AG000258	sp|Q9ZPV8|COAD_ARATH	70.5	166	24	2	12	152	6	171	1.85e-72	218
Cau.Cau1AG000259	sp|Q9ZPV9|SY112_ARATH	64.4	309	96	5	1	299	1	305	2.05e-125	363
Cau.Cau1AG000260	sp|Q40784|AAPC_CENCI	37.1	280	155	8	50	310	33	310	2.63e-43	154
Cau.Cau1AG000261	sp|Q8VZA1|LAC11_ARATH	75.8	553	130	1	16	564	5	557	0.0	910
Cau.Cau1AG000262	sp|Q6Z2G9|TLP5_ORYSJ	65.5	429	133	5	1	415	1	428	2.06e-187	530
Cau.Cau1AG000265	sp|O23225|PUB5_ARATH	38.6	751	385	10	15	733	10	716	1.15e-149	456
Cau.Cau1AG000266	sp|Q6NNN0|RADL3_ARATH	70.8	72	21	0	4	75	5	76	2.56e-34	115
Cau.Cau1AG000267	sp|Q6PAX2|ATD3B_XENLA	37.5	570	315	6	69	633	44	577	3.80e-98	315
Cau.Cau1AG000269	sp|Q9ZPW7|ZHD6_ARATH	43.9	244	83	4	86	325	67	260	7.49e-51	172
Cau.Cau1AG000271	sp|Q9FRL3|ERDL6_ARATH	77.9	488	106	2	1	487	1	487	5.52e-277	762
Cau.Cau1AG000273	sp|Q8LC79|GAT18_ARATH	47.7	260	98	7	30	255	40	295	4.65e-56	184
Cau.Cau1AG000274	sp|Q6NRY2|NOL6_XENLA	30.0	1042	650	22	10	1007	81	1087	8.65e-135	439
Cau.Cau1AG000275	sp|Q54TC5|NTPPB_DICDI	39.2	194	115	2	40	232	6	197	7.14e-40	139
Cau.Cau1AG000276	sp|Q8GW75|RADL5_ARATH	59.3	81	33	0	8	88	4	84	2.09e-28	101
Cau.Cau1AG000277	sp|Q8N2H3|PYRD2_HUMAN	50.9	568	263	6	2	561	20	579	2.69e-185	536
Cau.Cau1AG000278	sp|Q8L5Y0|VPS39_ARATH	73.8	1006	256	5	1	1004	1	1000	0.0	1423
Cau.Cau1AG000279	sp|P40389|RRG1_SCHPO	38.0	142	74	3	70	209	112	241	8.06e-17	82.0
Cau.Cau1AG000280	sp|Q8VZ37|AP3S_ARATH	80.7	166	32	0	1	166	1	166	1.28e-92	269
Cau.Cau1AG000281	sp|Q3MHH6|PYRD2_BOVIN	50.3	567	265	6	2	558	20	579	1.30e-187	542
Cau.Cau1AG000282	sp|A8MR89|AEL1_ARATH	75.2	157	36	2	1	157	1	154	2.41e-76	227
Cau.Cau1AG000283	sp|Q0V9N0|S14L5_XENTR	26.0	215	141	5	43	240	273	486	9.37e-13	71.6
Cau.Cau1AG000288	sp|A0A024B7I0|SCL7_POPEU	58.4	637	201	19	1	622	1	588	4.37e-216	617
Cau.Cau1AG000289	sp|Q6ZDY8|SDHA_ORYSJ	90.4	633	57	3	1	632	1	630	0.0	1149
Cau.Cau1AG000290	sp|A0A517FNC6|C9B51_TRIFG	78.2	499	96	6	1	495	1	490	1.74e-281	774
Cau.Cau1AG000292	sp|F4IQJ6|LCV3_ARATH	68.1	248	44	4	4	219	7	251	1.10e-109	319
Cau.Cau1AG000293	sp|Q9XFH4|DDM1_ARATH	70.9	704	169	7	83	783	94	764	0.0	971
Cau.Cau1AG000294	sp|Q8L7A0|TAUE3_ARATH	63.3	469	157	6	14	475	13	473	1.08e-200	568
Cau.Cau1AG000295	sp|Q42404|RU17_ARATH	78.9	270	50	3	1	268	1	265	2.98e-139	410
Cau.Cau1AG000297	sp|Q9M0Q9|FB223_ARATH	25.2	250	141	12	70	297	25	250	8.77e-07	54.3
Cau.Cau1AG000298	sp|Q9FGY4|FB341_ARATH	41.4	111	57	4	40	147	21	126	7.74e-12	69.3
Cau.Cau1AG000300	sp|Q9SCQ7|AN32_ARATH	71.8	259	61	3	9	255	1	259	7.69e-95	296
Cau.Cau1AG000301	sp|O23215|PBRP1_ARATH	68.4	512	131	12	1	501	1	492	9.60e-217	611
Cau.Cau1AG000304	sp|Q8GXR2|PLT6_ARATH	70.1	468	139	1	19	485	14	481	4.56e-238	664
Cau.Cau1AG000305	sp|Q9ZU65|OFP7_ARATH	65.7	102	28	2	289	383	203	304	9.06e-32	125
